id,sentence1,sentence2,similarity
5424803e-192c-4fc8-b3b4-0e31be0c797b,A group of people sing.,Some people are singing.,5.0
722cb3e1-9a4d-424b-8502-e4d2de759727,"The WiFi potties were to be unveiled this summer, at music festivals in Britain.",The world's first portal potty was soon to be rolled out at summer festivals in Great Britain.,4.0
cea39746-88ca-406c-a3b6-2200ac0fae0f,A woman is slicing a big pepper.,A person is cutting a green pepper.,3.4
1203db10-adeb-45a9-b5ba-4ec95cf9d909,A man is playing the drums.,A man plays the drum.,5.0
7ac67d05-2ade-49c3-9b1f-b4a9b1265b57,A small brown birds is eating from a bird feeder hanging from a tree.,A small red and grey bird perched in a tree.,2.0
946fe9fd-2317-4e1c-ae8f-680f9013b98c,Two tan and white dogs and one tan dog racing down the beach near the water.,Lady in a pink Tinkerbell jacket stands next to the railing and looks out at the water.,0.2
beb0cf46-d45e-4cb1-ac0c-df37cedfebc9,Who Is Jihadi John?,Who was 'Jihadi John?',5.0
d9098f73-c7f5-4bbd-b179-bc6a75042c72,Typhoon death toll rises to 3633,Egyptian death toll rises to 638,0.6
93d7462a-954f-4fb9-a65e-a58f48658bd5,The missile exploded.,A rocket exploded.,3.2
de6f0cad-6d2b-460c-abbc-36ae6ea6eac4,cambodia and vietnam finalized an agreement to stop asian and european drug traffickers.,syrian and russian officials signed an agreement of cooperation in combating drug trafficking.,2.0
8059f714-98d4-4872-b51d-25ac5f2e4bbb,"""I started crying and yelling at him, 'What do you mean, what are you saying, why did you lie to me?'""","Gulping for air, I started crying and yelling at him, 'What do you mean?",3.8
d5cea6c6-0b85-446f-a11b-e0600a266a6f,A group of dark-skinned people are walking past barbed wire.,Two women are gossiping by a fence.,0.4
4bd28f61-918e-4bec-9a4f-00e4afaea7ff,Spectators taking pictures of a rally car.,A crowd of people watching cars race down the track.,2.8
bb5ac838-4308-4f02-8491-05fd4a579c02,A man and woman are eating at a table.,A couple are eating a meal and talking.,3.0
cd2f10e7-aec0-40c7-a0c1-9c96fe8ccf9d,At Least 66 Killed in Bomb Blasts in Iraq,At Least 47 Killed In Baquba Blasts,2.2
a0dab4cd-090d-4d49-86b9-32d898cb33a8,A lady mixed up a meat mixture in bowl.,A woman is stirring meat in a bowl.,4.0
e931fd5f-2771-453b-8133-e351d4696bd7,"I don't have direct experience with bettas, but I've never heard that pairs will work long-term in any male/female combination.",Bettas are highly territorial and no matter what sexes you keep together they will fight.,2.6
e264edc0-ed80-463f-b0ec-a18379a8fad0,russia would not immediately increase military strength along russian borders.,russia would not hesitate to increase military strength along russian borders if the need arises.,2.0
e1579e97-68ee-4419-b12e-cb9355fe877f,"Most doctors do recommend rice cereal as the first food, as there is almost no worry of allergic reaction.",Eating off a spoon has to be an unusual experience for them.,0.67
79bb7053-c1e4-4182-b777-8120fab468db,A little bird floating in the water.,A duck floating in the water.,2.4
abb0a819-b570-4fd6-ac01-a5b026951ab5,Bangladesh building collapse death toll hits 362,Bangladesh building-collapse death toll climbs to 580,3.6
027b3af4-dc84-4f08-b4e1-4b229a3ba079,"It depends on what you want to do next, and where you want to do it.",It depends on what and where you are going to do.,4.0
2455e80a-1641-43bc-974a-19300c5eb224,He allowed two runs in seven innings and struck out six.,Zambrano pitched seven innings and allowed two runs on five hits and four walks.,3.5
b7e0419e-fb6c-4c15-8b04-55477be4335f,"The third appointment was to a new job, executive vice president and chief staff officer.","Bruce N. Hawthorne, 53, was named executive vice president and chief staff officer.",3.25
483dd24a-e7ea-4fce-bbd1-ac5583bde587,the iranian government has dismissed the allegations in the intelligence presented to the international atomic energy agency board as baseless and the intelligence used to support the allegations as fake.,the international atomic energy agency insists that the iranian government's simple denials of the intelligence presented to the international atomic energy agency board are not good enough to allay western countries suspicions.,2.2
8d786493-ef6c-4d5c-93dc-6e81f4c53a06,"Additionally, the h2210’s cradle has room to charge a second battery.",The cradle for the h2200 has space for recharging a second battery.,4.75
cda53f8a-a573-4790-84a7-81ab7394c43a,The American Stock Exchange biotech index .BTK surged 5 percent.,The Philadelphia Stock Exchange's semiconductor index .SOXX jumped 6.10 percent.,1.4
557026e5-59e1-4259-8a05-6013224a3436,A dog is jumping up in the air to catch a toy.,A black dog jumps in the air to catch a toy.,4.0
7ff9e66e-8f71-426c-b8ed-19de341f0f48,"Special police detained Khodorkovsky early on Saturday in the Siberian city of Novosibirsk, where his plane had made a refuelling stop.",Police detained Khodorkovsky early on Saturday when his jet made a refueling stop in the Siberian city of Novosibirsk.,4.8
8170ead9-f249-472a-a30c-07592e1091bc,A black and white cat lying on a blanket.,A black and white cat sleeps on a purple blanket.,4.0
97c914c4-785b-47dd-9c06-93b6a01cf06c,Bush gets zero credit for the budget under him.,"And, Obama gets zero credit for the budget under him.",1.8
cd214bf8-71ff-48bb-850c-b18b99d2ef6f,A girl bounces in a bounce house.,A girl dances like a man in costume,1.2
09360422-e4fa-426e-8b70-cd49351e4b73,"IAC's stock closed yesterday down $2.81, or 7.6 percent, at $34.19.","InterActiveCorp's shares closed at $34.19, down $2.81, or 7.6 percent on the Nasdaq Stock Market.",4.5
06af5128-3c58-4e0f-91b6-77b4f4db4fa8,Man Who Set Himself on Fire on National Mall Has Died,"Man Sets Himself on Fire on National Mall, Flown to Hospital",3.0
cc7ab134-dbdd-440f-8136-97dccd1168a1,"Ha, ha, ha, ha, ha, ha!","Ah ha, ha, ha, ha, ha!",5.0
41d133bf-294f-43f2-8d19-f7df22c5996a,A young woman is playing a guitar.,A woman cuts up some meat.,0.75
d742519a-8f07-49a5-aba0-25c7f5058bb0,A backpack standing beside a train.,A social gathering of people in a restaurant.,0.0
e5a6da49-a38f-4fb5-a04a-e7cc81fd4b6b,A woman is sitting at a desk.,A woman is riding a donkey.,0.4
0b2d64df-0b35-454c-b20f-92448b783b3f,"I have a few Nikon lenses, and a Sigma 10-20mm for super-wide shots.","If your interest is primarily the optics, you need to look at individual lenses, not brands as a whole.",1.8
4c775be5-1122-4fbc-888f-1b1e2cd1a666,A person is riding their bike on a trail next to the woods.,A small child in a yellow shirt is holding their arms out to the sides.,0.4
3d58a9ff-1f84-4657-9420-5a64f4c3a797,Black bird standing on concrete.,Blue bird standing on green grass.,1.0
075ac8a2-0656-4be8-b441-e6db3283ae2a,Two dogs running through a field.,Two dogs play in a field.,4.2
a2bf83a7-2f6f-4eb7-ae28-f7a0bf3353cb,"Gore Vidal dead at 86: Legendary author, playwright, and politician dies","Gore Vidal, celebrated author, playwright, dies at 86",4.0
f5e06c7e-dbb4-4df9-ba37-d2b558f61260,Does he have supporters?,He definently has supporters.,2.0
0e58a141-52ce-47c1-b424-e2c6abef2ced,"St. Paul Chairman and Chief Executive Jay S. Fishman, 51, will be CEO of the combined company.","Jay Fishman, 51, chairman and chief executive of St Paul, will be chief executive of the combined company.",4.75
8ffc975f-83f3-4b94-a73e-0a42ba94d87a,Suicide bomber kills 3 at US base in Afghanistan,Suicide bombers attack US base in Afghanistan,2.8
bc697342-1cd9-4125-b4c3-6ea2628e4769,You definitely do NOT want to be supporting your weight with your arms on the bike for normal riding.,"No, don't support your weight on your arms Your hands simply aren't really made for supporting all that weight.",4.2
0b42e13f-6b5d-45f7-a06b-9093ae6b9335,David Weber's The War God's Own has some lengthy travel scenes in it which he does quite well.,One thing that should be used as a seasoning in Odyssey tales is the idea of the false destination.,0.2
072e0b7d-8196-4c98-bda4-397bf5bc0916,A brown dog chases a Frisbee,A brown dog squating on grass.,1.6
b9501feb-7cc7-400b-b0b7-c5fc963e17c8,A panda is climbing.,A man is climbing a rope.,1.6
9667e2d1-8817-42b8-8907-6217de7ed373,Austrian found hoarding 56 stolen skulls in home museum,Austrian man charged after 56 human skulls are found at his home,4.4
0353507d-3a17-4cee-b0dd-577f50c0675e,The movement of the ball in the air is called swing bowling.,Both of these styles of bowling are performed by bowlers who are medium pace or fast bowlers.,1.8
cd14e61c-a7eb-40d1-a87e-8767b2789504,Egyptians vote in landmark presidential election,Egyptians go to polls in historic election,4.0
1b8325a3-a0b1-4dfe-aa87-8ef75bd93d33,You don't need to know everything.,You don't have to know.,3.0
56f01bf7-2024-4a52-9983-5b765266cff2,GPS (wikipedia) is based on orbiting satellites and so is accurate worldwide.,"GPS systems can, and do, work everywhere you can get satellites.",3.4
bc8d014f-a419-498a-a519-2c4de458a39a,Singapore shares open 0.28% lower on Thursday,Singapore shares open 0.19% higher on Thursday,2.0
fd91fae0-d921-4853-b266-f2a273d92d13,"A passer-by found Ben hiding along a dirt road in Spanish Fork Canyon about 7 p.m., with his hands still taped together but his feet free.","A passer-by found the boy hiding along a dirt road in Spanish Fork Canyon about 7 p.m. Thursday, with his feet free but his hands still taped.",4.0
d7e4227f-147b-4131-ba7f-9809bad5013d,A judge ordered the child placed in state custody Aug. 8.,"On Aug. 8, Juvenile Court Judge Robert Yeates ordered that Parker be placed in protective custody.",3.2
139fc295-bec7-4f77-b800-b6659523f19f,Lebanon businesses strike in protest at political impasse,Tunisia president says confident can overcome political crisis,0.6
0a6b51d0-2687-4e69-84a5-45531557b686,Three children playing in snow.,Three children playing in hay,2.4
f113fb7f-edf0-431b-ab21-3f0916e38d0f,Men are running a race.,Racers are running down a track.,2.6
bc9af01c-b34d-423a-acf8-dc217fcf35fb,Chris Froome rides to Tour de France endgame,Chris Brown concerts cancelled new,0.0
23690812-53ca-4a4e-aa79-b711451c7e39,Miss New York wins Miss America crown,Miss New York is crowned Miss America,5.0
1261d4f0-6197-4fc7-bd69-1ca3c34f11db,He also reaffirmed his wish to resolve the North Korean nuclear crisis peacefully.,But the North Korean nuclear crisis has dominated his time in office.,2.0
2e0224cb-fa89-4f1c-9ccb-b3947ff2862f,Jordan Opens First Tent Camp for Syrian Refugees,Jordan Opens First Refugee Camp for Syrians,4.8
fb099d61-b23d-4da3-b2f1-15429b6dd91e,Food price hikes raise concerns in Iran,American Chris Horner wins Tour of Spain,0.0
fcc16a02-501e-4c09-8008-5020db845a88,A woman is riding an elephant.,A man is lifting himself.,0.0
3ad54719-0c85-48b7-9d16-52ed42b1964d,A man is playing on a guitar and singing.,A woman is playing an acoustic guitar and singing.,2.2
ea06bb29-ceb1-4e96-9774-06539fb6ad88,A black dog is running in the grass.,A black and a brown dog running in the grass.,3.2
919a11b5-18ca-4809-8f34-5c108e27f0dc,"It depends on what you want to do next, and where you want to do it.",It's up to you what you want to do next.,4.0
87a8c7b3-65e5-4047-9cb1-45d657e34b3b,the man is catching a ball,A man is kicking a ball.,3.0
01adc137-cd34-44d7-a71e-09ebe3a64c80,A longed-haired cat with it's eyes closed.,A close up of a cat with its eyes closed.,3.6
a2849227-2d49-466d-bcfa-07f42e1e95d3,A key figure in former state Treasurer Paul Silvester's bribery scheme was accused Wednesday of changing his story about Silvester's alleged corrupt dealings with a Boston investment firm.,A key player in former state Treasurer Paul Silvester's corruption scheme testified on Tuesday about kickbacks and bribes Silvester traded for state business.,2.0
aacfbf11-5d80-4461-bacb-6a07d3b3190a,Australia can eclipse England in Windies,Australian PM defiant under pressure over leadership,0.4
49928d34-fa05-421c-a8ed-e41e5fce16f7,One man and two women dressed in vampire costumes,A man and two women dressed in costumes.,3.4
4055b502-0286-42c9-9f5e-b07f9d3c0b91,Remarks by the President at the White House Science Fair,The Presidential Planner - The White House Science Fair,2.8
b491f589-ea9b-4c90-b725-590d788a2f44,Two girls are in pajama pants and appear to be dancing.,Two girls with baseball caps are eating a snack outside.,0.6
5c4321b3-c231-41a6-a5ea-4338d414fb59,Muslims prepare for start of Ramadan,Muslims pray for end to divisions,0.8
c2931456-3cc3-4721-ac56-157c77aa0bb3,"Graham, a presidential candidate, was criticized by several Republicans as ''politicizing'' the report.","Graham, who co-chaired the inquiry, is a presidential candidate.",2.25
517af43c-36bc-4594-82df-a8ac5d341992,"Man, 19, quizzed over teen murder",Man quizzed over Megan-Leigh murder,3.8
d121e75f-09c0-4a67-b486-2a72c3d72b62,"""Leprechauns don't exist"" - fine.","""Elves don't exist"" - fine.",3.0
aec1d953-50d8-4417-a5ec-a5ab89f595ac,"The coffee simply picks up the aluminum from the pot, as the coffee is acidic.",One idea is cleaning the coffee residue from the coffee pot.,1.0
af77be4f-7793-4d6e-b3d0-4c150f7e57bf,Someone is slicing an onion.,Someoen is peeling a potato.,1.0
d4a26b3c-f156-4a1a-87fd-90020de6d42a,"the international atomic energy agency has no access to people, documents, sites.",the international atomic energy agency is based in,1.2
e705b5f7-3417-4958-a358-3d9d7b1c04d3,A black dog with a blue collar is running in the snow.,A black dog wearing a blue collar is running through the snow.,5.0
0261b4d6-1b15-4a71-9b61-f1b8b6201e3a,A man is taking some math classes.,A man is rinsing a steak.,0.0
4717445e-62b6-46e7-90bc-e03fe2551a37,Russia gives initial OK to American adoption ban,Russia gives initial approval to adoption ban,3.8
44aa2bce-1fe4-461f-8893-3aad5362b3cf,A pole is behind a person that is playing peekaboo with a child.,There is a child with a ball,0.2
1013660f-7324-47d3-9808-921262ba6191,A red train driving through a snow covered city.,The train is riding on the tracks in the snow.,3.2
a14a8ad3-dde0-43e4-b02c-dde0b8a3b2b4,The elderly and those with weakened immune systems are also urged to protect against mosquito bites.,"But for the elderly and those with weakened immune systems, it can be fatal.",2.6
b406ed1b-d6f2-4d78-80af-b3160e21bd41,A man in red and black is hitting a soccer ball with his head.,A man in a red striped soccer shirt heads a ball.,3.6
66067b3c-e31f-4b83-83b8-d013e5ac7390,Somalia's Shebab claims responsibility for Nairobi mall attack,Syrian rebels claim responsibility for killings in Lebanon,1.2
ff3a41df-f1da-4c54-9fe3-cf55b5a6a8fa,A black and white dog is running on the beach.,The black and brown dog is running through the snow.,1.8
70adf8af-7d47-4554-a270-9568a161f4f1,A machine is sharpening a pencil.,The machine shaved the end of the pencil.,3.8
70e11244-5735-4eee-a881-8109b42e77cd,"The injured passenger at John Peter Smith Hospital died later Friday morning, Jones said.","The injured passenger at John Peter Smith died later in the morning; his name has not been released, Jones said.",3.643
23de549a-baf5-4992-83fa-f87b98ffa120,Three people stand in an outdoor glass structure.,A girl stands high on an obstacle course platform.,0.4
1d5bbfe1-61cf-460a-a5a7-7666f6f9e324,Baseball players playing a game at the park.,"A basketball player, playing in the home coming game.",1.6
55f26186-ce48-4ec5-bd3f-5ac13406ffdf,Israel bars German writer Grass from visiting over poem,Israel bars German author Grass over poem,4.4
611283bc-b6bd-4c0e-9c23-fb149c3490b1,Titanic Violin Nabs Record $1.4 Million,Titanic violin sells for $1.7 million,3.8
a10df922-0134-4c25-a774-1793822e1a1a,A girl is flying a kite.,A girl running is flying a kite.,4.0
d908f321-5f6c-4e41-a082-d5b761346745,Kerry pursuing 'quiet strategy' in Mideast peace process,Kerry meets Israeli leaders to push Mideast peace,3.8
08ebc06c-590d-4ada-b1a2-5a1d647e9edf,"On Sunday, a U.S. soldier was killed and another injured in southern Iraq when a munitions dump exploded.","On Sunday, a U.S. soldier was killed and another injured when a munitions dump they were guarding exploded in southern Iraq.",3.75
7f2b2e61-ba42-44f3-ba8c-a0e59d53e1e8,A family is playing on the beach with their dog.,A naked little girl being thrown into the air.,0.0
ac1f9a31-3c11-416a-bdf6-b73e8c6bfb97,Barack Obama's personal evolution on same-sex marriage,Obama backs same-sex marriage,2.6
1cdcdcba-3812-4097-b3ec-4994a09e60a7,The brown and white dog swims in a swimming pool.,A brown and white dog swims in a backyard swimming pool.,4.6
4751be29-5541-4eaa-bb58-365885607c98,The new Cold War,A new Cold War?,4.8
2e0d2a86-efae-4edc-98c0-59ced6c5e0a5,russia ratified the amended version of the treaty.,russia ratified the amended treaty.,5.0
95351fbb-af74-485d-b227-341daeb7c243,"Messi nets 300th, 301st goals in Barcelona win",Football: Messi hits 300th Barcelona goal in comeback win,3.4
30e55224-58b6-4c66-8bb7-32aa10f93e3f,A dog runs through the grass.,A dog runs through the snow.,2.2
722dc53a-0904-4387-9f14-b079c9dcf964,4 NATO Troops Killed in Afghanistan,Eight NATO Troops Killed In Afghanistan,2.6
dde4a7da-c16f-4d28-b65a-21cf3aa59117,Two terriers play on the wood floor of their home.,Two puppies play with a red chew toy in a field.,1.6
8d092c01-8ef3-4f62-bb8d-f7843736b83c,A man is on a rooftop,A man is holding a microphone in a room.,0.8
e6259692-f16c-4440-a4ed-1dc89bf17ead,'Blade Runner' Pistorius to dispute murder charge,Pistorius cop on seven attempted murder charges,2.0
7ec0c6a7-be02-41cb-bef7-0d403b9b649f,&gt;Cuba's Castro assumes CELAC presidency,Cuba's Castro to Take Over CELAC Presidency,5.0
c848922f-7acf-4c93-b67c-11f819e4e0e4,"Besides Hampton and Newport News, the grant funds water testing in Yorktown, King George County, Norfolk and Virginia Beach.","The grant also funds beach testing in King George County, Norfolk and Virginia Beach.",3.0
21ffc9d3-ab6c-48ef-8c7f-88fbcd76dc02,A woman is riding on a horse.,A woman is picking tomatoes.,0.5
3e0b3ed4-cb31-412e-960e-ace477256269,Bangla militants escape from prison van in bomb ambush,Bangladesh prison van ambushed,3.4
53fc1759-9321-4a8b-8d9c-dd1656b3a91c,People are dancing outside.,A group of people are dancing.,3.75
295a9217-5a1e-49e6-a6c7-d9fc370442ea,Black and white cow standing in grassy field.,A black and white photo of a man standing next to a bus.,0.8
a2bdca3a-ca08-420d-9db0-f49f853e6b64,A man is cutting an onion.,A man cuts an onion.,5.0
925b6abc-1fc0-429d-b413-874e97e30b91,The next court session will be when the three-judge tribunal announces its verdict in mid-February.,The court's three-judge tribunal was expected to give its verdict next February.,4.2
56414c0d-6926-4476-bc13-93ded4a69f92,Ukrainian Prime Minister Azarov and entire government resign,Ukrainian officials barred from Canada as protests continue,1.2
eb39f0f8-d7d4-4ffa-a8f3-8a500f47cf7d,Kittens are eating food.,Kittens are eating from dishes.,4.0
495e52ab-17ae-4350-8e3c-6ec70b2d97a4,"The decades-long conflict has killed more than 10,000 people in the resource-rich province, most of them civilians.","More than 10,000 people, most of them civilians, have been killed in three decades of insurgency.",4.0
ce737d88-588e-4a1f-bc2a-b7accbc9431b,"""This moves us a lot closer to saying that the foam can do this kind of damage,"" said Hubbard, a member of the Columbia Accident Investigation Board.","""I think this moves us a lot closer toward saying that foam can do this kind of damage,"" Hubbard said.",3.6
60be2fe0-454d-486a-8ed8-6be13ac323a0,Obama mourns death of icon Nelson Mandela,"South Africans mourn, celebrate Mandela",1.8
7e9df8ae-5d0e-472e-9d14-c892da603792,"If you haven't, you should.","You should, but you don't have to.",1.0
8724185f-7d13-4405-bf69-6d1a0756d6b3,"""Both of these kids are in wonderful physical condition right now,"" he said during a press briefing at the hospital.","""Both of these kids are in wonderful physical condition right now,"" said Goodrich, also director of pediatric neurosurgery at the Children's Hospital at Montefiore.",3.4
5ae4bd80-c499-4155-99a4-c5bdebb6f820,the european union and the united states have frozen al-qadi's assets.,the western governments include the united states and france.,0.4
a38d86f7-fabb-4bde-830b-d1d97790e0c4,"Dewhurst's proposal calls for an abrupt end to the controversial ""Robin Hood"" plan for school finance.","The committee would propose a replacement for the ""Robin Hood"" school finance system.",2.6
742868ce-d0d7-4749-9ffc-af5e1b1d8a3c,the russian government strongly opposes u.s. plans to install antimissile defenses in europe and dismisses u.s. assertions that the interceptors are needed to defend against threats from iran.,after talks at nato headquarters baluyevsky repeated russia's opposition to u.s. plans to install antimissile defenses in europe and dismissed u.s. assertions that the interceptors were needed to defend against potential threats from iran.,3.2
c2a07aa8-d4cf-426d-b347-3585edc3d56b,A person is writing.,A person is writing with a pencil.,3.6
2544f40c-37d6-4cb1-bca3-7a282612d6a4,Tan cow with ear tags on a grassy field.,Many sheep standing on a green hill.,0.2
43eac322-2204-4028-8df4-29650a89614d,North Korea says to put US citizen on trial,North Korea says detained American tourist to face trial,5.0
2e71ab7f-72e3-4a77-a88a-b4db48d0bbed,We both thought the movie was good and we didn't find it confusing in any way.,"I thought it was good, and I didn't find it confusing.",3.2
1c33b79c-4968-4cf3-8f56-e897be406a29,Philippine quake death toll climbs to 73,Death toll in Philippines quake jumps to 85,2.8
abedf86c-0668-42ec-9d59-294d0e74c4f9,A man riding on the back of an orange SUV.,an African man hanging onto the back of a very full yellow van.,1.8
251a78ba-311c-422a-b35e-514093df17f3,Two boys playing a game of flag football.,Two boys are playing flag football.,5.0
fb4a5381-8d0d-49ed-a160-7680bf142caa,A man rides a large black motorbike.,A child sits in a large black leather chair.,0.0
ad9d6982-59f9-4530-bb78-1a272382230d,You answered your own question.,You have answered your own question.,5.0
81d9337c-13d2-40ec-88f8-fc4f52bf1b08,U.S. and Turkey weigh no-fly zones for Syria,U.S. and Turkey Tighten Coordination on Syria,2.2
06b86f5d-86a1-4d17-9941-14f3dc7c1e8f,The man is slicing a fish open.,A man is slicing a potato.,2.2
e9534170-169e-431c-be25-1d48e9507c1e,The two kids look at the products sold inside the subway shop.,The kids are stealing from a store.,0.8
7e33346b-677f-4ba4-bcd4-63da9995192c,gorgich and pashtoon were executed in prison.,gorgich and pashtoon were executed for trafficking heroin in sistan-baluchestan province.,3.2
370cad7c-0422-4bd1-879a-f7be35abaa9c,A white dog running on sand.,A white dog runs on the sand.,5.0
e3ed2937-9cf9-4309-ae33-7a281e04a40f,You got it right.,You've got it right.,5.0
9bea120e-eef0-40a0-842a-8c2662236522,"Peterson told police he fished alone in San Francisco Bay on Christmas Eve, returning to an empty house.",Peterson told police he left his wife at about 9:30 a.m. on Dec. 24 to fish alone in San Francisco Bay.,3.0
3ad8385f-00ab-4902-bd37-bac24944e962,"Sirius carries National Public Radio, although it doesn't include popular shows such as ""All Things Considered"" and ""Morning Edition.""","Sirius recently began carrying National Public Radio, a deal pooh-poohed by XM because it doesn't include popular shows like All Things Considered and Morning Edition.",3.4
455a74f1-f056-4f79-bc0c-33c5aaa0da61,the russian foreign ministry stated that russia has not suspended dialogue.,russian officials stated that russia will not reconsider the suspension.,2.6
5c737bce-548f-4ba2-8542-ca8aca0e3d9e,A man is fitting silencer on a pistol.,A man is adding a silencer to a gun.,4.5
1fb94916-ee12-4435-934e-2512b0b07f00,China's Health Ministry said five more people had died of Sars and a further 159 were infected.,"On Monday, China said nine more people had died from SARS and that 160 more were infected with the virus.",3.0
c1d76f8c-7303-4e40-9ebc-d7f980617e48,A tan dog jumps up to catch a tennis ball.,A red dog jumps an catches a tennis ball in its mouth.,3.0
dc0df738-1731-437f-b5ab-0d17843cc7df,"As per your definition, a star formed in a binary system (hence near some gravitating body) is a generalised planet.","The main flaw with your definition of a ""generalised planet"" would be the boundary between stars and planets.",3.2
da4b659b-5331-493e-b880-938b7938ce0f,Mali Islamists destroying 'more Timbuktu shrines',Mali Islamists destroy more holy Timbuktu sites,4.5
72dcaf0e-02d1-4394-a97a-2a517a3b3ee5,Nadal tumbles into French Open final,Nadal through to seventh French Open final,4.0
1883b6e5-8e92-419a-b8ae-72e29727b1ce,Two red buses driving in front of a garden.,Train pulling into a station.,0.0
eef163fb-7e05-4847-b685-9036eb6c5b9e,Islamist Morsi Wins Egypt's Presidential Election,Al-Shater to run in presidential election in Egypt,1.0
b0749193-7c90-40eb-8fef-1f05982ad7e8,The Human Element You could sign Lance Berkman at the end of the year I guess?,You could sign Lance Berkman at the end of the year I guess?,4.0
2ace8cae-8ad7-47ff-a9b5-f3edae85dd4e,Iranian president calls for new nuclear talks,Iranian minister blames West for failed nuke talks,2.0
293a0ff8-3495-4b02-891d-6c3077cdcf47,"6.3-magnitude quake hits Honshu, Japan: CENC",Magnitude-6.0 quake jolts Santa Cruz Islands: CENC,1.8
5a1a82df-6aad-4804-ba86-211753c28e1b,"Properly executed weight training will increase, not decrease, your flexibility and mobility.",I've seen guys that are still very flexable while lifting weights.,2.2
f00a55c2-bf45-4ecf-a8ab-547ab4a861bd,Have you tried asking your employees?,Have you tried asking?,4.0
5c391e10-ef84-4967-be74-637ef5bba7d0,Markets Live: Waiting for China data,Markets Live: China drags,2.0
67089e19-1908-41e5-b8f1-ba52c858c998,An animal is walking on the ground.,A solenodon is walking along the ground.,3.0
5b062678-61f7-4e3b-9ad1-74b9bc197c22,I don't think that positivism is a position of mostly leftist philosophers.,I am not convinced that positivism is routinely asociated to a leftist ideology.,3.8
0dd6041b-6bb8-4b1c-b495-ca85b12d8560,Hong Kong stocks close down 0.28%,Hong Kong stocks open 0.62 pct higher,1.6
e21b43ee-3aa0-4f1f-8d32-77a521e339f2,Gunmen Kill Eight In Second Kenya Attack,Gunmen 'Kill 15' In Second Kenya Attack,3.0
348d4ee5-11c2-4dc6-b350-6610599adc0c,"""What does pressing the number one do?""","""Pressing the number one does English.""",1.6
6a34a311-15cf-4aa6-8421-1b5ed6ba8e0d,some asean officials stated such standardization would be difficult due to different countries' political systems.,some officials stated the task would be difficult for asean members because of varied legal and political systems.,3.6
3c8951ee-c966-4892-a4db-824710e43eb3,"Brown and black dogs on snow, showing teeth and barking at each other.",A black dog fighting with a brown dog in the snow.,3.4
6e2bd140-ef1a-4af2-8c5f-068d705023af,Sunday Times journalist Marie Colvin killed in Syria,"Sunday Times journalist, French photographer 'killed in Syria'",2.8
213f508c-7043-4483-b6cc-77df15330fbf,International forensic teams join Kenyan mall carnage probe,Arrested Briton 'not significant' to Kenya attack probe,1.0
d454a195-53d6-4ac6-a064-76e89d042550,A helicopter is landing on a helipad.,A helicopter lands.,3.923
7dd72367-aec7-4764-bc22-9412c6321c10,The dog is chasing the geese.,One dog is chasing the other.,1.6
4a2fd462-c665-4997-9a8f-cf4d19c5397e,Afghan legislators approve new election law,Afghan president approves new electon law,2.6
501281f3-3587-4e76-b030-6085d2acffa2,Women to face higher car insurance premiums,Women drivers to face insurance premium rise,5.0
a1b60f96-0b86-4346-bc8b-a75cfa9bbddc,A person folds a tortilla.,A man folds a tortilla.,3.5
533ea93f-01f1-4351-bf81-add6a57b21d2,A little girl and boy are reading books.,An older child is playing with a doll while gazing out the window.,0.2
80d6a6d2-3b2d-4182-8b11-eb3eb8861974,The headlights on a blue car.,Close up of the headlights on a blue car.,4.2
bee1276d-944f-4723-a6a3-a4547725546e,Large silver locomotive engine in a shed.,A close-up of a silver train engine with a red stripe.,3.0
bdc3327e-7fd6-4d8f-8918-6f9de0784ea9,The woman is wearing yellow.,The woman is wearing red.,2.8
3cab796b-af34-421a-a983-dbc63bf2a2c0,"Breed Zebra Danios are extremely hardy fish, they are almost difficult to kill.",Supposedly Danios need to school which mean you need at least 5-8 Danios in your tank.,1.6
50adaec9-b317-4956-8223-8ca52773a513,Tehelka editor embroiled in sex assault scam,Tehelka editor steps down after allegations of sexual misconduct,4.2
a186fb11-3f75-4d2a-8bc2-41c7d20eff45,North Korea fires three short-range missiles,N. Korea fires short-range missiles,3.8
8a9e3c8b-6473-4af3-af0e-85c4ae147184,A man is playing a guitar.,A woman is playing an electric guitar.,2.2
f61fdd00-9378-459b-86a9-7e0af6490439,A boy riding on a swing.,A young boy riding in a swing.,4.8
7d31fbe5-dc0a-4506-8f28-2649ac855e14,Scientists prove there is water on Mars,Has Nasa discovered water on Mars?,2.0
09b4f33f-65a6-4bd8-b2fe-e4129480ca93,Syrian govt wont stop attacks,Syrian opposition reports 'massacre',1.0
5853580c-4d99-42c1-b899-3feb527bfcb4,Chinese stocks open lower Wednesday,China stocks open lower Friday,2.4
69153fc8-ca94-426d-9d04-93a1075b186e,Didier Reynders on Syria,Obama's day: Prime time on Syria,1.6
0ec3e589-968e-47a2-aa65-7a3eb6cb2009,A girl is singing on stage.,A man is singing on stage.,2.8
8ddf1836-7df7-453c-9e0a-9d1dbaa3b9e3,"Former Indiana Rep. Frank McCloskey, 64, died Sunday in Bloomington after a battle with bladder cancer.",McCloskey died Sunday afternoon in his home after a year-long battle with bladder cancer.,3.25
06566f6e-b865-477b-a9a5-78ed2e671651,A man is wind sailing in the ocean.,A dog is running through the ocean.,1.4
